หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
SABUY,นาย ชูเกียรติ รุจนพรพจี,จำหน่าย,หุ้น,21.3489,2.4385,18.9104,05/04/2567,21.3489,2.4385,18.9104,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66101e08ac29b9e4c5fff8df,246029322404-1
BPS,ทรัสต์เพื่อกิจการเงินร่วมลงทุน กองทุนร่วมลงทุนในกิจการ SMES (กองทุนย่อยกองที่ 2),จำหน่าย,หุ้น,13.5483,13.5483,0.0,03/04/2567,13.5483,13.5483,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660f5560016c110c0657201f,246029252404-1
BPS,นายแพทย์ รัชต์ชยุตม์ จีระพรประภา,จำหน่าย,หุ้น,7.3542,7.3542,0.0,03/04/2567,7.3542,7.3542,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660fa4a4016c110c06572029,246029272404-1
TAPAC,นาง อรทัย แซ่ตั้ง,ได้มา,หุ้น,4.6654,0.4034,5.0688,03/04/2567,4.6654,0.4034,5.0688,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660f83b3016c110c06572023,246029262404-1
TPL,บริษัท อควา คอร์เปอเรชั่น จำกัด (มหาชน),ได้มา,หุ้น,19.9157,0.2326,20.1484,03/04/2567,19.9157,0.2326,20.1484,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660fd437016c110c0657202c,246029292404-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,10.8823,3.8235,7.0588,02/04/2567,10.8823,3.8235,7.0588,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8405dca06a7961be119e38,246043102608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,02/04/2567,10.8823,3.8235,7.0588,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a867dfea06a7961be119e5d,246043272608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,02/04/2567,10.8823,3.8235,7.0588,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8bf9eaa06a7961be119e7b,246043272608-2
APO,นาย สิทธิภาส อุดมผลกุล,จำหน่าย,หุ้น,3.8235,0.0,3.8235,02/04/2567,6.4705,2.647,3.8235,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8c0a9da06a7961be119e8a,246043492608-1
SABUY,นาย ชูเกียรติ รุจนพรพจี,จำหน่าย,หุ้น,24.2238,1.7947,22.429,02/04/2567,26.1472,1.7947,24.3524,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660bcbf7e12e3764dc7d7902,246029232404-1
GIFT,นาย วีรพัฒน์ พูนศักดิ์อุดมสิน,ได้มา,หุ้น,5.2955,5.0406,10.3362,29/03/2567,5.2955,5.0406,10.3362,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660bafa5e12e3764dc7d7900,246029212404-1
NAM,บริษัท อินโน สเปราท์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,4.9858,1.7885,6.7743,29/03/2567,4.9858,1.7885,6.7743,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660b805fe12e3764dc7d78fc,246029202404-1
TPL,นาง วัสสา จีนะวิจารณะ,จำหน่าย,หุ้น,35.8759,2.4809,33.395,29/03/2567,35.8759,2.4809,33.395,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660b8a45e12e3764dc7d78fd,246029192404-1
ABM,บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน),ได้มา,หุ้น,4.9598,0.2802,5.24,28/03/2567,4.9598,0.2802,5.24,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660a5af8e12e3764dc7d78f6,246029172404-1
ABM,บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน),ได้มา,หุ้น,4.9598,0.1042,5.064,28/03/2567,4.9598,0.1042,5.064,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660b6430e12e3764dc7d78f8,246029172404-2
HPT,นาย ธีรนาท งามจิตรเจริญ,จำหน่าย,หุ้น,5.1356,0.7551,4.3804,27/03/2567,5.1356,0.7551,4.3804,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66064a51e71922b7d168cbea,246029142403-1
GLOCON,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),ได้มา,หุ้น,9.9759,1.9503,11.9262,26/03/2567,9.9759,1.9503,11.9262,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66067f95920baedcb8f4f0d2,246029162403-1
KEX,ALPHA MODEL LIMITED,ได้มา,หุ้น,0.0,0.0408,0.0408,26/03/2567,0.0,5.8652,5.8652,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc0cb7bc70e454e32a6907,246029012403-1
KEX,CANINCO INVESTMENTS LIMITED,ได้มา,หุ้น,0.0,2.4522,2.4522,26/03/2567,0.0,5.5624,5.5624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fceb7dbc70e454e32a6916,246029052403-1
KEX,CRYSTAL WHITE LIMITED,ได้มา,หุ้น,0.0,0.0563,0.0563,26/03/2567,0.0,5.8652,5.8652,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc108bbc70e454e32a6908,246029022403-1
KEX,DARMEX HOLDINGS LIMITED,ได้มา,หุ้น,0.0,1.7705,1.7705,26/03/2567,0.0,5.5624,5.5624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fcf359bc70e454e32a691b,246029062403-1
KEX,GLORY VOICE INTERNATIONAL LIMITED,ได้มา,หุ้น,0.0,0.1231,0.1231,26/03/2567,0.0,5.5624,5.5624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fcf5c6bc70e454e32a691c,246029072403-1
KEX,KERRY PROPERTIES LIMITED,ได้มา,หุ้น,0.0,10.8498,10.8498,26/03/2567,0.0,10.8498,10.8498,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fd57c3bc70e454e32a6922,246029102403-1
KEX,MACROMIND INVESTMENTS LIMITED,ได้มา,หุ้น,0.0,0.0155,0.0155,26/03/2567,0.0,5.8652,5.8652,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc11d8bc70e454e32a6909,246029032403-1
KEX,MOSLANE LIMITED,ได้มา,หุ้น,0.0,0.5797,0.5797,26/03/2567,0.0,5.5624,5.5624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fcf72bbc70e454e32a691d,246029082403-1
KEX,NOBLESPIRIT CORPORATION,ได้มา,หุ้น,0.0,0.1899,0.1899,26/03/2567,0.0,5.8652,5.8652,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc17f4bc70e454e32a690c,246029042403-1
KEX,PARUNI LIMITED,ได้มา,หุ้น,0.0,0.2017,0.2017,26/03/2567,0.0,5.5624,5.5624,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fcf7cebc70e454e32a691e,246029092403-1
KEX,บริษัท เคแอลเอ็น โลจิสติคส์ (ประเทศไทย) จำกัด,จำหน่าย,หุ้น,52.0608,52.0608,0.0,26/03/2567,52.0608,52.0608,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f93b8f3126ad39a1f34dc1,246029112403-1
VL,บริษัท บงกช โฮลดิงส์ จำกัด,ได้มา,หุ้น,4.3672,0.6648,5.032,26/03/2567,4.3672,0.6648,5.032,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660525d82d4c0e70995484b7,246029132403-1
AWC,TCC GROUP INTERNATIONAL LIMITED,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,74.9945,-74.9945,22/03/2567,0.0,74.9945,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66024bc7002f8c7020d28445,246028992403-1
AWC,บริษัท ไทยเจริญ คอมเมอร์เชี่ยล จำกัด,ได้มา Chain principle,หุ้น,0.0,74.9945,74.9945,22/03/2567,74.9945,0.0,74.9945,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66024e2d002f8c7020d28448,246029002403-1
KEX,บริษัท บีทีเอส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),จำหน่าย,หุ้น,5.6765,2.7176,2.9589,22/03/2567,5.6765,2.7176,2.9589,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fd5ebfbc70e454e32a6923,246028952403-1
KEX,บริษัท วีจีไอ จำกัด (มหาชน),จำหน่าย,หุ้น,15.4501,15.4501,0.0,22/03/2567,21.1267,18.1677,2.9589,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fd71ecbc70e454e32a6926,246028962403-1
LHK,นาย ประเสริฐ อัครพงศ์พิศักดิ์,ได้มา,หุ้น,16.543,4.1253,20.6684,22/03/2567,16.543,4.1253,20.6684,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6600d8d0002f8c7020d2843a,246028972403-1
POLY,นาย ทวีรัช ปรุงพัฒนสกุล,จำหน่าย,หุ้น,5.0001,0.0002,4.9998,21/03/2567,5.0001,0.0002,4.9998,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6600e3cd002f8c7020d2843d,246028982403-1
AWC,TCC GROUP INTERNATIONAL LIMITED,จำหน่าย,หุ้น,14.154,14.154,0.0,20/03/2567,14.154,14.154,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc02d5bc70e454e32a68ff,246028852403-1
AWC,บริษัท ทีซีซี รีเทล จำกัด,ได้มา,หุ้น,15.8412,14.154,29.9953,20/03/2567,15.8412,14.154,29.9953,ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc0537bc70e454e32a6904,246028872403-1
PHG,นางสาว สุดา อัศวโภคิน,ได้มา,หุ้น,3.88,1.5589,5.4389,20/03/2567,3.88,1.5589,5.4389,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fced14bc70e454e32a6918,246028932403-1
PHG,นาย รณชิต แย้มสอาด,จำหน่าย,หุ้น,6.4182,1.5589,4.8593,20/03/2567,6.4182,1.5589,4.8593,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fcf2aebc70e454e32a691a,246028942403-1
WELL,นางสาว วัชรี น้อยยาโน,ได้มา,หุ้น,0.0,10.7022,10.7022,20/03/2567,0.0,10.7022,10.7022,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6628c99b2422d5d6aa1beaca,246029502404-1
WELL,นาย สุธี เหลืองรัตนเจริญ,ได้มา,หุ้น,7.0046,7.0046,14.0092,20/03/2567,7.0046,7.0046,14.0092,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69a1355330554da3345de323,246040942602-1
WELL,นาย สุธี เหลืองรัตนเจริญ,ได้มา,หุ้น,0.0,7.0046,7.0046,20/03/2567,0.0,7.0046,7.0046,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2baa3c7f39376f1afc98e8,246040942602-2
WELL,นาย สุสิชณ์ทักษ์ อัจฉริยะสมบัติ,ได้มา,หุ้น,5.0916,15.9522,21.0439,20/03/2567,5.0916,15.9522,21.0439,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/662a167a3d3840362a864a45,246029532404-1
WELL,นาย อาทิตย์ โอว์,ได้มา,หุ้น,13.3764,13.3764,26.7529,20/03/2567,13.3764,13.3764,26.7529,ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/699eac7430554da3345de304,246040852602-1
WELL,นาย อาทิตย์ โอว์,ได้มา,หุ้น,0.0,13.3764,13.3764,20/03/2567,0.0,13.3764,13.3764,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2ba72b7f39376f1afc98e7,246040852602-2
AWC,TCC GROUP INTERNATIONAL LIMITED,จำหน่าย,หุ้น,28.3081,14.154,14.154,19/03/2567,28.3081,14.154,14.154,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc00f5bc70e454e32a68fd,246028842403-1
AWC,บริษัท ทีซีซี รีเทล จำกัด,ได้มา,หุ้น,1.6872,14.154,15.8412,19/03/2567,1.6872,14.154,15.8412,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fc03b6bc70e454e32a6901,246028862403-1
SABINA,บริษัท หลักทรัพย์จัดการกองทุนกรุงศรี จำกัด,จำหน่าย,หุ้น,5.0257,4.9844,0.0413,19/03/2567,5.0257,4.9844,0.0413,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fa4ce0c62e54b4f09ac909,246028792403-1
BCP,สำนักงานประกันสังคม,จำหน่าย,หุ้น,15.002,0.1106,14.8913,18/03/2567,15.002,0.1106,14.8913,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f94c553126ad39a1f34dc3,246028822403-1
CHO,นาย สุรเดช ทวีแสงสกุลไทย,ได้มา,หุ้น,11.2031,18.9988,28.0207,18/03/2567,11.3075,18.9988,28.1047,ผู้รายงานแจ้งยกเลิก ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f828e4344ebf8655032b0b,246028752403-1
HL,นาย สุเมธ มโนสุทธิ,จำหน่าย,หุ้น,10.0966,0.1478,9.9487,18/03/2567,10.0966,0.1478,9.9487,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fbf55bbc70e454e32a68fc,246028832403-1
TGH,บริษัท ไทยเจริญ คอมเมอร์เชี่ยล จำกัด,ได้มา Chain principle,หุ้น,0.0,80.8416,80.8416,18/03/2567,80.8416,0.0,80.8416,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fa5278c62e54b4f09ac90c,246028802403-1
TGH,บริษัท สิริสัมพันธ์ จำกัด,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,80.8416,-80.8416,18/03/2567,0.0,80.8416,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65fa54dec62e54b4f09ac90e,246028812403-1
TMD,นาย เนตร จรัญวาศน์,ได้มา,หุ้น,32.6352,2.614,35.2492,18/03/2567,32.6352,2.614,35.2492,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f8eb363126ad39a1f34dbb,246028762403-1
HANA,บริษัท หลักทรัพย์จัดการกองทุนกสิกรไทย จำกัด,ได้มา,หุ้น,4.9311,0.0989,5.0301,15/03/2567,4.9311,0.0989,5.0301,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f95efc5a18a50d61eb217a,246028782403-1
BCP,สำนักงานประกันสังคม,ได้มา,หุ้น,14.9677,0.0342,15.002,14/03/2567,14.9677,0.0342,15.002,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f40ea60f197e87f7c49c11,246028772403-1
TRITN,นาย ภสุ วชิรพงศ์,ได้มา,หุ้น,4.9876,0.0449,5.0325,13/03/2567,4.9876,0.0449,5.0325,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f2c71ba4146b3489b148a1,246028722403-1
CIG,SYCAMORE CAPITAL SPC,จำหน่าย,หุ้น,16.2469,2.7458,13.501,08/03/2567,16.2469,2.7458,13.501,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65ee7605202bb6c1b1fcd5ca,246028692403-1
JMT,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.1494,0.214,4.9354,08/03/2567,5.1494,0.214,4.9354,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65ee770d202bb6c1b1fcd5cb,246028682403-1
PJW,นาย คงศักดิ์ เหมมณฑารพ,จำหน่าย,หุ้น,6.2278,3.2235,3.0043,08/03/2567,17.6119,3.2235,14.3883,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65f437ae0f197e87f7c49c12,246028732403-1
TGE,นาง สรรธีรา จันทรเสโน,ได้มา,หลักทรัพย์แปลงสภาพ,0.8774,4.4493,5.3268,08/03/2567,0.8774,4.4493,5.3268,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65ead2d89c2a28ab556ebf74,246028672403-1
TGE,นางสาว ธันต์ชนก วนสุวรรณกุล,ได้มา,หลักทรัพย์แปลงสภาพ,1.9151,3.1779,5.0931,08/03/2567,1.9151,3.1779,5.0931,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65eafdc39c2a28ab556ebf76,246028662403-1
BBGI,บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน),ได้มา,หุ้น,44.9993,0.0021,45.0014,07/03/2567,44.9993,0.0021,45.0014,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65ee79a8202bb6c1b1fcd5cd,246028702403-1
SPA,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.0173,0.2025,4.8148,07/03/2567,5.0173,0.2025,4.8148,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65ea75379c2a28ab556ebf6e,246028652403-1
AMARIN,บริษัท สิริวัฒนภักดี จำกัด,ได้มา,หุ้น,0.0,7.9055,7.9055,05/03/2567,74.2089,7.9055,82.1145,จะทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65e6f8e7404990da39d6ee5d,246028632403-1
B,นาง อารีรัตน์ ลีสวัสดิ์ตระกูล,ได้มา,หุ้น,4.9803,0.0495,5.0298,05/03/2567,4.9803,0.0495,5.0298,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65eed356202bb6c1b1fcd5d0,246028712403-1
CIG,SYCAMORE CAPITAL SPC,ได้มา,หุ้น,11.1133,7.7131,17.9693,05/03/2567,11.1133,7.7131,17.9693,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65e6dea0404990da39d6ee58,246028612403-1
TPS,นาย มงคล ประกิตชัยวัฒนา,ได้มา,หุ้น,4.99,0.3185,5.3086,05/03/2567,4.99,0.3185,5.3086,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/65e6e9c0404990da39d6ee5a,246028622403-1
